company,company_stage,country,days_since_layoff,Sum of funds_raised_million,Sum of id,industry,Sum of laid_off,Year,Quarter,Month,Day,Sum of layoff_day,Sum of layoff_month,layoff_percentage,Sum of layoff_quarter,layoff_severity,Sum of layoff_year,location_city,location_region,news_source_url,Year,Quarter,Month,Day
Frontdesk,Unknown,United States,551,26,800,Travel,200,2024,Qtr 1,January,2,2,1,100%,1,Normal,2024,Milwaukee,,https://techcrunch.com/2024/01/02/short-term-rental-provider-frontdesk-lays-off-entire-staff-on-the-verge-of-shutting-down/,2024,Qtr 1,January,3
FrontRow,Series A,India,1136,17,3285,Education,145,2022,Qtr 2,May,27,27,5,30%,2,Normal,2022,Bengaluru,Non-U.S.,https://inc42.com/buzz/exclusive-lightspeed-backed-frontrow-lays-off-145-employees-cut-cost/,2022,Qtr 2,May,31
FrontRow,Series A,India,998,17,2628,Education,130,2022,Qtr 4,October,12,12,10,75%,4,Normal,2022,Bengaluru,Non-U.S.,https://entrackr.com/2022/10/exclusive-frontrow-lays-off-75-of-workforce/,2022,Qtr 4,October,13
FullStory,Unknown,United States,544,197,772,Marketing,50,2024,Qtr 1,January,9,9,1,10%,1,Normal,2024,Atlanta,,https://docs.google.com/spreadsheets/d/e/2PACX-1vQImogyZzjfY7JuSDHLwScTdPsG2S_y6S6qKnfbroU-tglTZUO81W7R4B5U_-qghCLeZ9v3LpaaTxbU/pubhtml,2024,Qtr 1,January,24
Fundbox,Series C,United States,1860,453,3590,Finance,14,2020,Qtr 2,June,2,2,6,15%,2,Normal,2020,SF Bay Area,,https://www.geektime.com/following-layoffs-management-pay-cuts-fundbox-raises-another-20-million/,2020,Qtr 2,June,3
Fundbox,Series D,United States,985,553,2579,Finance,150,2022,Qtr 4,October,25,25,10,42%,4,Normal,2022,SF Bay Area,,https://www.calcalistech.com/ctechnews/article/sypou4svi,2022,Qtr 4,October,25
Funding Societies,Series B,Singapore,1907,42,3795,Finance,65,2020,Qtr 2,April,16,16,4,18%,2,Normal,2020,Singapore,Non-U.S.,https://www.techinasia.com/raising-40m-funding-societies-streamlines-business-pandemic,2020,Qtr 2,April,19
G2,Series C,United States,1832,101,3547,Marketing,17,2020,Qtr 2,June,30,30,6,5%,2,Normal,2020,Chicago,,https://www.americaninno.com/chicago/inno-news-chicago/layoffs-at-g2-as-the-tech-company-cuts-costs-during-covid/,2020,Qtr 3,July,2
Gather,Series B,United States,1130,76,3258,Consumer,30,2022,Qtr 2,June,2,2,6,33%,2,Normal,2022,SF Bay Area,,https://www.forbes.com/sites/kenrickcai/2022/07/08/gather-town-layoffs-virtual-office-startup-june-2022/?sh=2ca5ac9d4748,2022,Qtr 2,June,16
Gem,Series C,United States,978,148,2548,Recruiting,100,2022,Qtr 4,November,1,1,11,33%,4,Normal,2022,SF Bay Area,,https://www.theinformation.com/briefings/recruiting-startup-gem-cuts-a-third-of-workforce,2022,Qtr 4,November,2
Gemini,Unknown,United States,1084,423,2995,Crypto,68,2022,Qtr 3,July,18,18,7,7%,3,Normal,2022,New York City,,https://techcrunch.com/2022/07/18/crypto-exchange-gemini-executes-second-round-of-layoffs-less-than-two-months-after-axing-10-of-staff/,2022,Qtr 3,July,19
Gemini,Unknown,United States,1130,423,3256,Crypto,100,2022,Qtr 2,June,2,2,6,10%,2,Normal,2022,New York City,,https://www.bloomberg.com/news/articles/2022-06-02/winklevoss-twins-gemini-slashes-staff-10-on-crypto-slump,2022,Qtr 2,June,2
GenWise,Seed,India,62,3,38,Other,15,2025,Qtr 2,May,5,5,5,20%,2,Normal,2025,New Delhi,Non-U.S.,https://entrackr.com/exclusive/exclusive-z47-backed-genwise-lays-off-20-of-workforce-9036952,2025,Qtr 2,May,6
Getaround,Series D,United States,1927,403,4019,Transportation,100,2020,Qtr 1,March,27,27,3,25%,1,Normal,2020,SF Bay Area,,https://www.bizjournals.com/sanfrancisco/news/2020/03/27/getaround-issues-another-layoff-round-as-it-seeks.html,2020,Qtr 1,March,30
Getir,Series E,United Kingdom,684,1800,1110,Food,2500,2023,Qtr 3,August,22,22,8,11%,3,Major,2023,London,Non-U.S.,https://www.reuters.com/world/middle-east/turkeys-getir-cut-11-workers-global-restructuring-2023-08-22/,2023,Qtr 3,August,22
GetNinjas,Series B,Brazil,1915,16,3866,Consumer,11,2020,Qtr 2,April,8,8,4,10%,2,Normal,2020,Sao Paulo,Non-U.S.,"https://link.estadao.com.br/noticias/inovacao,onda-de-demissoes-em-startups-atinge-getninjas-creditas-e-omie,70003263878",2020,Qtr 2,April,12
GetYourGuide,Series E,Germany,1726,656,3483,Travel,90,2020,Qtr 4,October,14,14,10,17%,4,Normal,2020,Berlin,Non-U.S.,https://www.reuters.com/article/tech-getyourguide/german-travel-startup-getyourguide-lets-go-of-a-sixth-of-staff-idUSL8N2H544X,2020,Qtr 4,October,17
Ghost Autonomy,Series E,United States,459,247,548,Transportation,100,2024,Qtr 2,April,3,3,4,100%,2,Normal,2024,SF Bay Area,,https://www.sfgate.com/tech/article/ghost-autonomy-shutdown-tech-layoff-19385702.php,2024,Qtr 2,April,4
Ginkgo Bioworks,Post-IPO,United States,381,1600,416,Healthcare,400,2024,Qtr 2,June,20,20,6,35%,2,Normal,2024,Boston,,https://www.bostonglobe.com/2024/06/25/business/gingko-jason-kelly-mit-securities-and-exchange-commission-covid-biosecurity/,2024,Qtr 2,June,24
GitLab,Post-IPO,United States,878,413,1835,Product,130,2023,Qtr 1,February,9,9,2,7%,1,Normal,2023,SF Bay Area,,https://www.cnbc.com/2023/02/09/gitlab-layoffs-company-to-cut-7percent-of-staff-or-about-130-employees.html,2023,Qtr 1,February,9
Gitpod,Series A,Germany,894,41,1979,Product,21,2023,Qtr 1,January,24,24,1,28%,1,Normal,2023,Kiel,Non-U.S.,https://www.gitpod.io/blog/building-for-the-long-run,2023,Qtr 1,January,25
Glassdoor,Acquired,United States,1886,204,3664,Recruiting,300,2020,Qtr 2,May,7,7,5,30%,2,Normal,2020,SF Bay Area,,https://www.businessinsider.com/glassdoor-lays-off-300-30-staff-due-to-covid-19-2020-5,2020,Qtr 2,May,8
Glassdoor,Acquired,United States,837,204,1640,HR,140,2023,Qtr 1,March,22,22,3,15%,1,Normal,2023,SF Bay Area,,https://www.glassdoor.com/about-us/a-message-from-glassdoor-ceo-christian-sutherland-wong/,2023,Qtr 1,March,23
Glints,Series D,Singapore,941,82,2256,HR,198,2022,Qtr 4,December,8,8,12,18%,4,Normal,2022,Singapore,Non-U.S.,https://www.techinasia.com/singaporebased-glints-lays-18-employees,2022,Qtr 4,December,9
Glisser,Unknown,United Kingdom,892,1,1957,Travel,25,2023,Qtr 1,January,26,26,1,100%,1,Normal,2023,London,Non-U.S.,https://www.linkedin.com/posts/mikepiddock_glisser-people-open-to-work-public-version-activity-7024682358524010497-5wiM/,2023,Qtr 4,December,23
Glitch,Series A,United States,1872,30,3612,Product,18,2020,Qtr 2,May,21,21,5,36%,2,Normal,2020,New York City,,https://www.theverge.com/2020/5/22/21268007/glitch-layoffs-substantial-number-coding-platform-union,2020,Qtr 2,May,23
Gloat,Series D,United States,808,192,1540,HR,35,2023,Qtr 2,April,20,20,4,12%,2,Normal,2023,New York City,,https://www.calcalistech.com/ctechnews/article/ry8dgb1x3,2023,Qtr 2,April,21
Glossier,Series D,United States,1794,186,3516,Retail,150,2020,Qtr 3,August,7,7,8,38%,3,Normal,2020,New York City,,https://www.glossier.com/blog/retail-update-covid19,2020,Qtr 3,August,19
Glossier,Series E,United States,1069,266,2908,Retail,19,2022,Qtr 3,August,2,2,8,8%,3,Normal,2022,New York City,,https://www.modernretail.co/startups/glossier-lays-off-about-two-dozen-employees-as-it-ramps-up-hiring-in-wholesale-and-retail/amp/,2022,Qtr 3,August,3
Glossier,Series E,United States,1257,266,3414,Consumer,80,2022,Qtr 1,January,26,26,1,33%,1,Normal,2022,New York City,,https://techcrunch.com/2022/01/26/glossier-just-laid-off-one-third-of-its-corporate-employees-mostly-in-tech/,2022,Qtr 1,January,27
Glovo,Acquired,Spain,888,1200,1930,Food,250,2023,Qtr 1,January,30,30,1,6%,1,Normal,2023,Barcelona,Non-U.S.,https://sifted.eu/articles/glovo-lays-offs-news/,2023,Qtr 1,January,30
GoBear,Unknown,Singapore,1769,97,3500,Finance,22,2020,Qtr 3,September,1,1,9,11%,3,Normal,2020,Singapore,Non-U.S.,https://layoffs.fyi/2020/09/13/gobear-launches-talent-directory-after-laying-off-22-employees/,2020,Qtr 3,September,2
GoBolt,Series C,Canada,908,178,2131,Logistics,55,2023,Qtr 1,January,10,10,1,5%,1,Normal,2023,Toronto,Non-U.S.,https://betakit.com/gobolt-lays-off-five-percent-of-staff-shortly-after-75-million-raise-citing-worsening-consumer-demand/,2023,Qtr 1,January,11
GoCardless,Series G,United Kingdom,755,529,1361,Finance,150,2023,Qtr 2,June,12,12,6,17%,2,Normal,2023,London,Non-U.S.,https://sifted.eu/articles/gocardless-lays-off-15-of-staff-news,2023,Qtr 2,June,12
GoDaddy,Post-IPO,United States,879,800,1842,Marketing,530,2023,Qtr 1,February,8,8,2,8%,1,Normal,2023,Phoenix,,https://techstartups.com/2023/02/08/godaddy-to-lay-off-8-of-its-workforce-or-about-530-employees-amid-global-economic-slowdown/,2023,Qtr 1,February,9
GoHealth,Post-IPO,United States,1062,75,2846,Healthcare,800,2022,Qtr 3,August,9,9,8,20%,3,Normal,2022,Chicago,,https://www.chicagobusiness.com/technology/gohealth-lays-800-workers-online-health-insurance-seller-cuts-back,2022,Qtr 3,August,12
Gojek,Series F,Indonesia,1839,4800,3560,Transportation,430,2020,Qtr 2,June,23,23,6,9%,2,Normal,2020,Jakarta,Non-U.S.,https://layoffs.fyi/2020/08/06/gojek-creates-talent-directory-following-430-person-layoff/,2020,Qtr 2,June,24
Gong,Series E,United States,879,583,1845,Sales,80,2023,Qtr 1,February,8,8,2,7%,1,Normal,2023,SF Bay Area,,https://www.calcalistech.com/ctechnews/article/hjyj6811as,2023,Qtr 1,February,9
GoodRx,Post-IPO,United States,1040,910,2761,Healthcare,140,2022,Qtr 3,August,31,31,8,16%,3,Normal,2022,Los Angeles,,https://seekingalpha.com/news/3879125-goodrx-laying-off-140-employees-16-of-workforce,2022,Qtr 3,September,1
Google,Post-IPO,United States,898,26,1998,Consumer,12000,2023,Qtr 1,January,20,20,1,6%,1,Major,2023,SF Bay Area,,https://www.nytimes.com/2023/01/20/business/google-alphabet-layoffs.html,2023,Qtr 1,January,20
Goop,Unknown,United States,303,75,309,Retail,39,2024,Qtr 3,September,6,6,9,18%,3,Normal,2024,Los Angeles,,https://www.businessinsider.com/gwyneth-paltrow-goop-lays-off-staff-refocuses-on-beauty-food-2024-9,2024,Qtr 3,September,7
GoPro,Post-IPO,United States,1908,288,3804,Consumer,200,2020,Qtr 2,April,15,15,4,20%,2,Normal,2020,SF Bay Area,,https://techcrunch.com/2020/04/16/gopro-lays-off-200-employees-representing-20-of-the-company/,2020,Qtr 2,April,16
GoPro,Post-IPO,United States,321,288,332,Consumer,139,2024,Qtr 3,August,19,19,8,15%,3,Normal,2024,SF Bay Area,,https://www.reuters.com/technology/gopro-cut-15-workforce-restructuring-push-2024-08-19/,2024,Qtr 3,August,21
Gopuff,Series H,United States,1090,3400,3025,Food,1500,2022,Qtr 3,July,12,12,7,10%,3,Major,2022,Philadelphia,,https://www.bloomberg.com/news/articles/2022-07-12/gopuff-is-cutting-10-jobs-in-us-closing-warehouses-to-preserve-cash,2022,Qtr 3,July,12
Gopuff,Series H,United States,1195,3400,3386,Food,450,2022,Qtr 1,March,29,29,3,3%,1,Normal,2022,Philadelphia,,https://www.theinformation.com/articles/gopuff-plans-hundreds-of-layoffs-to-cut-40-million-in-costs,2022,Qtr 1,March,30
Gopuff,Series H,United States,850,3400,1683,Food,100,2023,Qtr 1,March,9,9,3,2%,1,Normal,2023,Philadelphia,,https://www.bloomberg.com/news/articles/2023-03-09/gopuff-fires-2-of-workforce-in-latest-round-of-job-cuts#xj4y7vzkg,2023,Qtr 1,March,10
Gorillas,Series C,Germany,1139,1300,3304,Food,300,2022,Qtr 2,May,24,24,5,50%,2,Normal,2022,Berlin,Non-U.S.,https://www.theverge.com/2022/5/24/23139272/gorillas-on-demand-grocery-delivery-app-lays-off-employees-hq,2022,Qtr 2,May,24
GoSpotCheck,Series B,United States,1928,47,4040,Retail,23,2020,Qtr 1,March,26,26,3,20%,1,Normal,2020,Denver,,https://businessden.com/2020/03/26/software-firm-gospotcheck-cuts-23-employees-in-bid-to-extend-runway/,2020,Qtr 1,March,29
GoTo Group,Post-IPO,Indonesia,969,1300,2468,Transportation,1300,2022,Qtr 4,November,10,10,11,12%,4,Major,2022,Jakarta,Non-U.S.,https://www.reuters.com/technology/indonesias-goto-cuts-1300-workers-or-12-total-employees-2022-11-18/,2022,Qtr 4,November,11
Grab,Post-IPO,Singapore,747,16500,1333,Transportation,1000,2023,Qtr 2,June,20,20,6,11%,2,Normal,2023,Singapore,Non-U.S.,https://www.reuters.com/technology/singapores-grab-informs-staff-1000-layoffs-2023-06-20/,2023,Qtr 2,June,20
Grab,Series I,Singapore,1846,9900,3568,Transportation,360,2020,Qtr 2,June,16,16,6,5%,2,Normal,2020,Singapore,Non-U.S.,https://layoffs.fyi/2020/06/24/official-grab-layoff-list-released-following-360-person-layoff/,2020,Qtr 2,June,16
Grabango,Unknown,United States,664,94,1059,Food,34,2023,Qtr 3,September,11,11,9,40%,3,Normal,2023,SF Bay Area,,https://docs.google.com/spreadsheets/d/1WvO3p93hUJjOCJHn4Ig3tu-nbPfGpJfiEURsY5zBRWI/edit#gid=827597978,2023,Qtr 3,September,13
GrayMeta,Unknown,United States,1931,7,4070,Data,20,2020,Qtr 1,March,23,23,3,40%,1,Normal,2020,Los Angeles,,LinkedIn,2020,Qtr 2,April,1
Green Labs,Series C,South Korea,866,214,1766,Food,350,2023,Qtr 1,February,21,21,2,70%,1,Normal,2023,Seoul,Non-U.S.,https://techcrunch.com/2023/03/30/green-labs-secures-38-4m-in-debt-financing-about-a-month-after-conducting-layoff/,2023,Qtr 1,February,22
Greenhouse,Private Equity,United States,801,110,1515,Recruiting,100,2023,Qtr 2,April,27,27,4,12%,2,Normal,2023,New York City,,https://www.greenhouse.com/blog/navigating-market-uncertainty,2023,Qtr 2,April,27
Greenhouse,Series D,United States,1906,110,3782,Recruiting,120,2020,Qtr 2,April,17,17,4,28%,2,Normal,2020,New York City,,https://layoffs.fyi/2020/04/20/greenhouse-lays-off-120-employees/,2020,Qtr 2,April,17
Greenlight,Series D,United States,906,556,2099,Finance,104,2023,Qtr 1,January,12,12,1,21%,1,Normal,2023,Atlanta,,https://techcrunch.com/2023/01/12/greenlight-fintech-layoff/,2023,Qtr 1,January,13
Grin,Series B,United States,949,145,2332,Marketing,60,2022,Qtr 4,November,30,30,11,13%,4,Normal,2022,Sacramento,,https://www.theinformation.com/briefings/influencer-marketing-startup-grin-lays-off-60-employees,2022,Qtr 4,December,3
Gro Intelligence,Series B,United States,492,118,597,Food,90,2024,Qtr 1,March,1,1,3,60%,1,Normal,2024,New York City,,https://www.wsj.com/business/climate-data-startup-with-all-star-investors-and-roots-in-africa-nearly-collapses-3f675357?mod=e2li,2024,Qtr 1,March,3
Gro Intelligence,Series B,United States,507,118,631,Food,20,2024,Qtr 1,February,15,15,2,10%,1,Normal,2024,New York City,,https://agfundernews.com/ai-powered-ag-insights-platform-gro-intelligence-lays-off-10-of-its-staff,2024,Qtr 1,February,17
Group Nine Media,Unknown,United States,1916,190,3884,Media,50,2020,Qtr 2,April,7,7,4,7%,2,Normal,2020,New York City,,https://www.axios.com/group-nine-media-layoffs-76644172-c473-42aa-b9a3-3a7e60b1baed.html,2020,Qtr 2,April,8
Groupon,Post-IPO,United States,1063,1400,2863,Retail,500,2022,Qtr 3,August,8,8,8,15%,3,Normal,2022,Chicago,,https://techcrunch.com/2022/08/08/groupon-cuts-over-500-staff-as-the-downturn-takes-its-tolll/,2022,Qtr 3,August,9
Groupon,Post-IPO,United States,1910,1400,3825,Retail,2800,2020,Qtr 2,April,13,13,4,44%,2,Major,2020,Chicago,,https://layoffs.fyi/2020/04/17/groupon-laid-off-or-furloughed-2800-employees/,2020,Qtr 2,April,14
Grover,Unknown,United States,942,2300,2280,Retail,40,2022,Qtr 4,December,7,7,12,10%,4,Normal,2022,Berlin,Non-U.S.,https://www.businessinsider.de/gruenderszene/business/entlassungen-bei-berliner-neu-unicorn-grover/?fbclid=IwAR3o2sB8MmcX3_y8HaAeRqIUU2T8YNYokRDZz5Nxkr0BjzhYRs84fR2hrW8,2022,Qtr 4,December,8
Grubhub,Acquired,United States,128,284,92,Food,500,2025,Qtr 1,February,28,28,2,23%,1,Normal,2025,SF Bay Area,,https://www.reuters.com/technology/food-delivery-company-grubhub-lay-off-500-positions-2025-02-28/,2025,Qtr 1,March,1
Grubhub,Acquired,United States,755,284,1360,Food,400,2023,Qtr 2,June,12,12,6,15%,2,Normal,2023,SF Bay Area,,https://www.cnbc.com/2023/06/12/grubhub-layoffs-400-employees-or-15percent-of-corporate-workforce.html,2023,Qtr 2,June,12
Guardant Health,Post-IPO,United States,893,550,1967,Healthcare,130,2023,Qtr 1,January,25,25,1,7%,1,Normal,2023,SF Bay Area,,https://www.genomeweb.com/business-news/guardant-health-lays-7-percent-workforce#.Y9HcqOzMK8A,2023,Qtr 1,January,26
Guideline,Series E,United States,825,339,1599,Finance,48,2023,Qtr 2,April,3,3,4,11%,2,Normal,2023,SF Bay Area,,https://layoffstracker.com/guideline-to-lay-off-48-employees-11-workforce/,2023,Qtr 2,April,14
Guild,Series F,United States,410,643,465,Education,300,2024,Qtr 2,May,22,22,5,25%,2,Normal,2024,Denver,,https://www.denverpost.com/2024/05/22/education-tech-guild-layoffs/,2024,Qtr 2,May,23
Guild,Series F,United States,774,643,1426,Education,172,2023,Qtr 2,May,24,24,5,12%,2,Normal,2023,Denver,,https://www.bizjournals.com/denver/news/2023/05/25/guild-layoffs.html,2023,Qtr 2,May,26
GumGum,Series D,United States,1903,58,3772,Marketing,90,2020,Qtr 2,April,20,20,4,25%,2,Normal,2020,Los Angeles,,https://www.businessinsider.com/gumgum-lays-off-25-of-employees-citing-the-coronavirus-impact-2020-4,2020,Qtr 2,April,24
Gupy,Series B,Brazil,704,105,1172,HR,58,2023,Qtr 3,August,2,2,8,8%,3,Normal,2023,Sao Paulo,Non-U.S.,https://startups.com.br/noticias/gupy-reorganiza-a-casa-e-faz-demissoes-humanizadas/,2023,Qtr 3,August,3
Gusto,Series E,United States,879,746,1844,HR,126,2023,Qtr 1,February,8,8,2,5%,1,Normal,2023,SF Bay Area,,https://gusto.com/company-news/josh-reeves-message-to-all-gusto,2023,Qtr 1,February,8
Gympass,Series D,Brazil,1920,300,3903,Fitness,467,2020,Qtr 2,April,3,3,4,33%,2,Normal,2020,Sao Paulo,Non-U.S.,https://forbes.com.br/negocios/2020/04/exclusivo-gympass-desliga-um-terco-dos-colaboradores/,2020,Qtr 2,April,6
Happay,Acquired,India,786,21,1458,Finance,160,2023,Qtr 2,May,12,12,5,35%,2,Normal,2023,Bengaluru,Non-U.S.,https://inc42.com/buzz/exclusive-cred-owned-happay-trims-35-workforce/,2023,Qtr 2,May,15
Happy Money,Series D,United States,949,191,2328,Finance,158,2022,Qtr 4,November,30,30,11,34%,4,Normal,2022,Los Angeles,,Internal memo,2022,Qtr 4,December,2
Hash,Series C,Brazil,1070,58,2911,Finance,58,2022,Qtr 3,August,1,1,8,50%,3,Normal,2022,Sao Paulo,Non-U.S.,https://oglobo.globo.com/blogs/capital/post/2022/08/startup-de-maquininha-demite-mais-de-metade-da-equipe-e-avalia-fechar-as-portas.ghtml,2022,Qtr 3,August,3
Headspace,Unknown,United States,738,216,1295,Healthcare,181,2023,Qtr 2,June,29,29,6,15%,2,Normal,2023,Los Angeles,,https://www.latimes.com/business/story/2023-06-29/headspace-meditation-app-lays-off-15-of-employees,2023,Qtr 2,June,30
Headspace,Unknown,United States,935,215,2226,Healthcare,50,2022,Qtr 4,December,14,14,12,4%,4,Normal,2022,Los Angeles,,https://www.bloomberg.com/news/articles/2022-12-14/meditation-app-headspace-cuts-50-workers-or-4-of-staff,2022,Qtr 4,December,15
HealthifyMe,Series D,India,435,130,512,Healthcare,150,2024,Qtr 2,April,27,27,4,27%,2,Normal,2024,Bengaluru,Non-U.S.,https://inc42.com/buzz/healthify-fires-150-employees-in-a-restructuring-exercise/,2024,Qtr 2,April,29
HealthMatch,Series B,Australia,1104,20,3113,Healthcare,18,2022,Qtr 2,June,28,28,6,50%,2,Normal,2022,Sydney,Non-U.S.,https://www.smh.com.au/business/entrepreneurship/i-m-heartbroken-wave-of-layoffs-begins-as-start-ups-fight-for-survival-20220628-p5ax6a.html,2022,Qtr 2,June,29
Healthy.io,Series D,United States,287,185,291,Healthcare,40,2024,Qtr 3,September,22,22,9,30%,3,Normal,2024,Tel Aviv,Non-U.S.,https://www.calcalistech.com/ctechnews/article/rkbihy060,2024,Qtr 3,September,24
Healthy.io,Series D,United States,795,185,1495,Healthcare,70,2023,Qtr 2,May,3,3,5,33%,2,Normal,2023,Tel Aviv,Non-U.S.,https://www.calcalistech.com/ctechnews/article/b11800cknh,2023,Qtr 2,May,4
Help.com,Seed,United States,1938,6,4091,Support,16,2020,Qtr 1,March,16,16,3,100%,1,Normal,2020,Austin,,LinkedIn,2020,Qtr 2,April,16
Heroes,Unknown,United States,1087,265,3004,Retail,24,2022,Qtr 3,July,15,15,7,20%,3,Normal,2022,London,Non-U.S.,https://www.businessinsider.com/amazon-rollup-heroes-quietly-laid-off-staff-2022-7,2022,Qtr 3,July,16
Hewlett Packard Enterprise,Post-IPO,United States,122,1400,85,Hardware,2500,2025,Qtr 1,March,6,6,3,5%,1,Major,2025,SF Bay Area,,https://www.cnbc.com/2025/03/06/hewlett-packard-enterprise-hpe-q1-earnings-report-2025.html,2025,Qtr 1,March,7
Hibob,Series A,Israel,1924,45,3995,HR,70,2020,Qtr 1,March,30,30,3,30%,1,Normal,2020,Tel Aviv,Non-U.S.,https://www.teamblind.com/post/Hibob-layoffs---70-ppl-org-wide-5BmyRsoZ,2020,Qtr 1,March,31
Highsnobiety,Acquired,Germany,734,8,1288,Media,24,2023,Qtr 3,July,3,3,7,10%,3,Normal,2023,Berlin,Non-U.S.,https://www.businessoffashion.com/articles/news-analysis/highsnobiety-lays-off-10-percent-of-its-staff/,2023,Qtr 3,July,5
Highsnobiety,Series A,Germany,1922,9,3959,Media,51,2020,Qtr 2,April,1,1,4,25%,2,Normal,2020,Berlin,Non-U.S.,https://digiday.com/media/highsnobiety-closes-commerce-cuts-25-of-staff/,2020,Qtr 2,April,8
Highspot,Series F,United States,759,644,1372,Sales,140,2023,Qtr 2,June,8,8,6,15%,2,Normal,2023,Seattle,,https://www.geekwire.com/2023/sales-software-startup-highspot-lays-off-15-of-workforce-its-second-cut-this-year/,2023,Qtr 2,June,9
